"","","","2013"
"","","","Valeur"
"Viet Nam","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","31.05"
"Viet Nam","Disponibilité de protéines en quantité (g/personne/jour)","Total General","81.61"
"Yémen","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","13.88"
"Yémen","Disponibilité de protéines en quantité (g/personne/jour)","Total General","58.94"
"Zambie","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","9.23"
"Zambie","Disponibilité de protéines en quantité (g/personne/jour)","Total General","55.22"
"Zimbabwe","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","11.76"
"Zimbabwe","Disponibilité de protéines en quantité (g/personne/jour)","Total General","48.35"
"l'ex-République yougoslave de Macédoine","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","32.25"
"l'ex-République yougoslave de Macédoine","Disponibilité de protéines en quantité (g/personne/jour)","Total General","78.51"
"Égypte","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","26.34"
"Égypte","Disponibilité de protéines en quantité (g/personne/jour)","Total General","103.24"
"Émirats arabes unis","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","41.7"
"Émirats arabes unis","Disponibilité de protéines en quantité (g/personne/jour)","Total General","104.62"
"Équateur","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","36.53"
"Équateur","Disponibilité de protéines en quantité (g/personne/jour)","Total General","61.36"
"États-Unis d'Amérique","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","69.78"
"États-Unis d'Amérique","Disponibilité de protéines en quantité (g/personne/jour)","Total General","109.6"
"Éthiopie","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","7.69"
"Éthiopie","Disponibilité de protéines en quantité (g/personne/jour)","Total General","60.4"
"Îles Salomon","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","17.47"
"Îles Salomon","Disponibilité de protéines en quantité (g/personne/jour)","Total General","56.36"
"","","",""
"","","",""
